year,month,day,races_id,venue,track,distance,going,class
2011,9,11,1,沙田,草地 - A 賽道,1200,好地,第五班
2011,9,11,2,沙田,草地 - A 賽道,1400,好地,第五班
2011,9,11,3,沙田,草地 - A 賽道,1200,好地,第一班
2011,9,11,4,沙田,草地 - A 賽道,1600,好地,第四班
2011,9,11,5,沙田,草地 - A 賽道,1200,好地,第四班
2011,9,11,6,沙田,草地 - A 賽道,1400,好地,第四班
2011,9,11,7,沙田,草地 - A 賽道,1400,好地,第二班
2011,9,11,8,沙田,草地 - A 賽道,1000,好地,第二班
2011,9,11,9,沙田,草地 - A 賽道,1200,好地,第三班
2011,9,11,10,沙田,草地 - A 賽道,1400,好地,第三班
2011,9,14,11,跑馬地,草地 - A 賽道,1200,好地,第五班
2011,9,14,12,跑馬地,草地 - A 賽道,1650,好地,第五班
2011,9,14,13,跑馬地,草地 - A 賽道,1000,好地,第四班
2011,9,14,14,跑馬地,草地 - A 賽道,1200,好地,第四班
2011,9,14,15,跑馬地,草地 - A 賽道,1650,好地,第四班
2011,9,14,16,跑馬地,草地 - A 賽道,1000,好地,第三班
2011,9,14,17,跑馬地,草地 - A 賽道,1650,好地,第三班
2011,9,14,18,跑馬地,草地 - A 賽道,1200,好地,第二班
2011,9,18,19,沙田,草地 - A+3 賽道,1600,好地,第五班
2011,9,18,20,沙田,草地 - A+3 賽道,1200,好地,第四班
2011,9,18,21,沙田,草地 - A+3 賽道,1000,好地,第四班
2011,9,18,22,沙田,全天候跑道,1200,好地,第四班
2011,9,18,23,沙田,草地 - A+3 賽道,1400,好地,第四班
2011,9,18,24,沙田,草地 - A+3 賽道,1600,好地,第三班
2011,9,18,25,沙田,草地 - A+3 賽道,1400,好地,第一班
2011,9,18,26,沙田,草地 - A+3 賽道,1200,好地,第二班
2011,9,18,27,沙田,全天候跑道,1200,好地,第三班
2011,9,18,28,沙田,草地 - A+3 賽道,1200,好地,第三班
2011,9,21,29,跑馬地,草地 - B 賽道,1650,好地,第五班
2011,9,21,30,跑馬地,草地 - B 賽道,1650,好地,第四班
2011,9,21,31,跑馬地,草地 - B 賽道,1650,好地,第一班
2011,9,21,32,跑馬地,草地 - B 賽道,1000,好地,第三班
2011,9,21,33,跑馬地,草地 - B 賽道,1650,好地,第四班
2011,9,21,34,跑馬地,草地 - B 賽道,1200,好地,第四班
2011,9,21,35,跑馬地,草地 - B 賽道,1650,好地,第三班
2011,9,21,36,跑馬地,草地 - B 賽道,1200,好地,第三班
2011,9,25,37,沙田,全天候跑道,1200,好地,第五班
2011,9,25,38,沙田,草地 - B+2 賽道,1800,好地,第五班
2011,9,25,39,沙田,草地 - B+2 賽道,1000,好地,第三班
2011,9,25,40,沙田,草地 - B+2 賽道,1200,好地,第四班
2011,9,25,41,沙田,全天候跑道,1650,好地,第四班
2011,9,25,42,沙田,草地 - B+2 賽道,1400,好地,第四班
2011,9,25,43,沙田,草地 - B+2 賽道,1600,好地,第三班
2011,9,25,44,沙田,草地 - B+2 賽道,1200,好地,第三班
2011,9,25,45,沙田,草地 - B+2 賽道,1400,好地,第二班
2011,9,25,46,沙田,草地 - B+2 賽道,1400,好地,第三班
2011,9,28,47,跑馬地,草地 - C 賽道,1650,好地,第五班
2011,9,28,48,跑馬地,草地 - C 賽道,1800,好地,第四班
2011,9,28,49,跑馬地,草地 - C 賽道,1000,好地,第四班
2011,9,28,50,跑馬地,草地 - C 賽道,1650,好地,第四班
2011,9,28,51,跑馬地,草地 - C 賽道,1200,好地,第四班
2011,9,28,52,跑馬地,草地 - C 賽道,1200,好地,第三班
2011,9,28,53,跑馬地,草地 - C 賽道,1650,好地,第三班
2011,9,28,54,跑馬地,草地 - C 賽道,1000,好地,第一班
2011,10,1,55,沙田,草地 - C 賽道,1400,好地,第五班
2011,10,1,56,沙田,草地 - C 賽道,1600,好地,第四班
2011,10,1,57,沙田,草地 - C 賽道,1200,好地,第四班
2011,10,1,58,沙田,草地 - C 賽道,1400,好地,第四班
2011,10,1,59,沙田,草地 - C 賽道,1000,好地,第三班
2011,10,1,60,沙田,草地 - C 賽道,1600,好地,第一班
2011,10,1,61,沙田,草地 - C 賽道,1000,好地,香港三級賽
2011,10,1,62,沙田,草地 - C 賽道,1400,好地,香港三級賽
2011,10,1,63,沙田,草地 - C 賽道,1400,好地,第三班
2011,10,1,64,沙田,草地 - C 賽道,1800,好地,第三班
2011,10,6,65,跑馬地,草地 - C+3 賽道,1000,好地,第五班
2011,10,6,66,跑馬地,草地 - C+3 賽道,1800,好地,第五班
2011,10,6,67,跑馬地,草地 - C+3 賽道,1200,好地,第四班
2011,10,6,68,跑馬地,草地 - C+3 賽道,1200,好地,第四班
2011,10,6,69,跑馬地,草地 - C+3 賽道,1650,好地,第四班
2011,10,6,70,跑馬地,草地 - C+3 賽道,1200,好地,第三班
2011,10,6,71,跑馬地,草地 - C+3 賽道,1200,好地,第三班
2011,10,6,72,跑馬地,草地 - C+3 賽道,1650,好地,第三班
2011,10,9,73,沙田,草地 - A 賽道,1200,好地,第四班（條件限制）
2011,10,9,74,沙田,草地 - A 賽道,1200,好地,第五班
2011,10,9,75,沙田,草地 - A 賽道,1600,好地,第五班
2011,10,9,76,沙田,草地 - A 賽道,1200,好地,第四班
2011,10,9,77,沙田,草地 - A 賽道,1600,好地,第四班
2011,10,9,78,沙田,草地 - A 賽道,1400,好地,第四班
2011,10,9,79,沙田,全天候跑道,1200,好地,第三班
2011,10,9,80,沙田,草地 - A 賽道,1600,好地,第三班
2011,10,9,81,沙田,全天候跑道,1650,好地,第一班
2011,10,9,82,沙田,草地 - A 賽道,1200,好地,第二班
2011,10,12,83,跑馬地,草地 - A 賽道,1650,好地至黏地,第五班
2011,10,12,84,跑馬地,草地 - A 賽道,1000,好地至黏地,第四班
2011,10,12,85,跑馬地,草地 - A 賽道,1650,好地至黏地,第四班
2011,10,12,86,跑馬地,草地 - A 賽道,1200,好地至黏地,第四班
2011,10,12,87,跑馬地,草地 - A 賽道,1800,黏地,第三班
2011,10,12,88,跑馬地,草地 - A 賽道,1650,黏地,第三班
2011,10,12,89,跑馬地,草地 - A 賽道,1200,黏地,第三班
2011,10,12,90,跑馬地,草地 - A 賽道,1650,黏地,第二班
2011,10,16,91,沙田,草地 - A+3 賽道,2000,好地,第五班
2011,10,16,92,沙田,草地 - A+3 賽道,1000,好地,第四班
2011,10,16,93,沙田,草地 - A+3 賽道,1800,好地,第四班
2011,10,16,94,沙田,草地 - A+3 賽道,1200,好地,第四班
2011,10,16,95,沙田,草地 - A+3 賽道,1200,好地,第三班
2011,10,16,96,沙田,草地 - A+3 賽道,1400,好地,第四班
2011,10,16,97,沙田,草地 - A+3 賽道,1800,好地,香港三級賽
2011,10,16,98,沙田,草地 - A+3 賽道,1400,好地,第三班
2011,10,16,99,沙田,草地 - A+3 賽道,1600,好地,第三班
2011,10,16,100,沙田,草地 - A+3 賽道,1400,好地,第二班
2011,10,19,101,沙田,全天候跑道,1650,好地,第五班
2011,10,19,102,沙田,全天候跑道,1200,好地,第四班
2011,10,19,103,沙田,全天候跑道,1200,好地,第四班
2011,10,19,104,沙田,全天候跑道,1650,好地,第四班
2011,10,19,105,沙田,全天候跑道,1200,好地,第三班
2011,10,19,106,沙田,全天候跑道,1650,好地,第三班
2011,10,19,107,沙田,全天候跑道,1200,好地,第三班
2011,10,19,108,沙田,全天候跑道,1200,好地,第一班
2011,10,23,109,跑馬地,草地 - B 賽道,1200,好地,第四班
2011,10,23,110,跑馬地,草地 - B 賽道,1650,好地,第五班
2011,10,23,111,跑馬地,草地 - B 賽道,1000,好地,第四班
2011,10,23,112,跑馬地,草地 - B 賽道,1650,好地,第四班
2011,10,23,113,跑馬地,草地 - B 賽道,1800,好地,第四班
2011,10,23,114,跑馬地,草地 - B 賽道,1200,好地,第三班
2011,10,23,115,跑馬地,草地 - B 賽道,1000,好地,第三班
2011,10,23,116,跑馬地,草地 - B 賽道,1650,好地,第三班
2011,10,23,117,跑馬地,草地 - B 賽道,1200,好地,第二班
2011,10,23,118,跑馬地,草地 - B 賽道,1650,好地,第一班
2011,10,26,119,跑馬地,草地 - C 賽道,1200,好地,第五班
2011,10,26,120,跑馬地,草地 - C 賽道,1650,好地,第四班
2011,10,26,121,跑馬地,草地 - C 賽道,1200,好地,第四班
2011,10,26,122,跑馬地,草地 - C 賽道,1800,好地,第五班
2011,10,26,123,跑馬地,草地 - C 賽道,1200,好地,第四班
2011,10,26,124,跑馬地,草地 - C 賽道,1200,好地,第三班
2011,10,26,125,跑馬地,草地 - C 賽道,1800,好地,第三班
2011,10,26,126,跑馬地,草地 - C 賽道,1650,好地,第三班
2011,10,30,127,沙田,草地 - B+2 賽道,1200,好地,第四班（條件限制）
2011,10,30,128,沙田,草地 - B+2 賽道,1400,好地,第五班
2011,10,30,129,沙田,草地 - B+2 賽道,1200,好地,第四班
2011,10,30,130,沙田,草地 - B+2 賽道,1800,好地,第二班
2011,10,30,131,沙田,草地 - B+2 賽道,1400,好地,第四班
2011,10,30,132,沙田,草地 - B+2 賽道,1600,好地,第四班
2011,10,30,133,沙田,草地 - B+2 賽道,1600,好地,第三班
2011,10,30,134,沙田,草地 - B+2 賽道,1200,好地,第三班
2011,10,30,135,沙田,草地 - B+2 賽道,1200,好地,香港二級賽
2011,10,30,136,沙田,草地 - B+2 賽道,1600,好地,香港二級賽
2011,11,5,137,沙田,草地 - C+3 賽道,1200,好地至快地,第四班
2011,11,5,138,沙田,草地 - C+3 賽道,1600,好地至快地,第五班
2011,11,5,139,沙田,草地 - C+3 賽道,1000,好地至快地,第四班
2011,11,5,140,沙田,全天候跑道,1800,好地,第四班
2011,11,5,141,沙田,草地 - C+3 賽道,1400,好地至快地,第四班
2011,11,5,142,沙田,草地 - C+3 賽道,1400,好地至快地,第三班
2011,11,5,143,沙田,全天候跑道,1200,好地,第三班
2011,11,5,144,沙田,草地 - C+3 賽道,1000,好地至快地,第三班
2011,11,5,145,沙田,草地 - C+3 賽道,1800,好地至快地,第三班
2011,11,5,146,沙田,全天候跑道,1650,好地,第一班
2011,11,9,147,跑馬地,草地 - A 賽道,2200,好地至黏地,第五班
2011,11,9,148,跑馬地,草地 - A 賽道,1200,好地至黏地,第四班
2011,11,9,149,跑馬地,草地 - A 賽道,1650,好地至黏地,第四班
2011,11,9,150,跑馬地,草地 - A 賽道,1200,好地至黏地,第四班
2011,11,9,151,跑馬地,草地 - A 賽道,1000,好地至黏地,第三班
2011,11,9,152,跑馬地,草地 - A 賽道,1650,好地至黏地,第四班
2011,11,9,153,跑馬地,草地 - A 賽道,1650,好地至黏地,第三班
2011,11,9,154,跑馬地,草地 - A 賽道,1800,好地至黏地,第二班
2011,11,13,155,沙田,全天候跑道,1200,好地,第五班
2011,11,13,156,沙田,草地 - A 賽道,1200,好地,第四班
2011,11,13,157,沙田,草地 - A 賽道,1600,好地,第四班
2011,11,13,158,沙田,草地 - A 賽道,1400,好地,第四班
2011,11,13,159,沙田,全天候跑道,1650,好地,第三班
2011,11,13,160,沙田,草地 - A 賽道,1400,好地,第三班
2011,11,13,161,沙田,草地 - A 賽道,1200,好地,第三班
2011,11,13,162,沙田,草地 - A 賽道,1400,好地,第一班
2011,11,13,163,沙田,草地 - A 賽道,1600,好地,第三班
2011,11,13,164,沙田,草地 - A 賽道,1200,好地,第二班
2011,11,16,165,跑馬地,草地 - B 賽道,1650,好地,第五班
2011,11,16,166,跑馬地,草地 - B 賽道,1000,好地,第四班
2011,11,16,167,跑馬地,草地 - B 賽道,1650,好地,第四班
2011,11,16,168,跑馬地,草地 - B 賽道,1200,好地,第四班
2011,11,16,169,跑馬地,草地 - B 賽道,1800,好地,第四班
2011,11,16,170,跑馬地,草地 - B 賽道,1200,好地,第三班
2011,11,16,171,跑馬地,草地 - B 賽道,1200,好地,第三班
2011,11,16,172,跑馬地,草地 - B 賽道,1800,好地,第三班
2011,11,20,173,沙田,草地 - B+2 賽道,1400,好地,第四班
2011,11,20,174,沙田,草地 - B+2 賽道,1800,好地,第五班
2011,11,20,175,沙田,草地 - B+2 賽道,1200,好地,第四班
2011,11,20,176,沙田,草地 - B+2 賽道,1400,好地,第四班
2011,11,20,177,沙田,草地 - B+2 賽道,1200,好地,第三班
2011,11,20,178,沙田,草地 - B+2 賽道,1200,好地,國際二級賽
2011,11,20,179,沙田,草地 - B+2 賽道,2000,好地,國際二級賽
2011,11,20,180,沙田,草地 - B+2 賽道,1600,好地,國際二級賽
2011,11,20,181,沙田,草地 - B+2 賽道,1400,好地,第三班
2011,11,20,182,沙田,草地 - B+2 賽道,1600,好地,第二班
2011,11,23,183,跑馬地,草地 - C 賽道,1000,好地,第五班
2011,11,23,184,跑馬地,草地 - C 賽道,1650,好地,第四班
2011,11,23,185,跑馬地,草地 - C 賽道,1650,好地,第四班
2011,11,23,186,跑馬地,草地 - C 賽道,1200,好地,第四班
2011,11,23,187,跑馬地,草地 - C 賽道,1200,好地,第三班
2011,11,23,188,跑馬地,草地 - C 賽道,1200,好地,第三班
2011,11,23,189,跑馬地,草地 - C 賽道,1650,好地,第二班
2011,11,23,190,跑馬地,草地 - C 賽道,1650,好地,第三班
2011,11,27,191,沙田,草地 - C 賽道,1400,好地,第四班（條件限制）
2011,11,27,192,沙田,草地 - C 賽道,1000,好地,第四班
2011,11,27,193,沙田,草地 - C 賽道,1400,好地,第五班
2011,11,27,194,沙田,草地 - C 賽道,1400,好地,第四班
2011,11,27,195,沙田,全天候跑道,1200,好地,第四班
2011,11,27,196,沙田,草地 - C 賽道,1600,好地,第四班
2011,11,27,197,沙田,草地 - C 賽道,1800,好地,第三班
2011,11,27,198,沙田,全天候跑道,1200,好地,第三班
2011,11,27,199,沙田,草地 - C 賽道,1400,好地,第一班
2011,11,27,200,沙田,草地 - C 賽道,1000,好地,第二班
2011,11,30,201,跑馬地,草地 - C+3 賽道,1000,好地,第四班
2011,11,30,202,跑馬地,草地 - C+3 賽道,1800,好地,第五班
2011,11,30,203,跑馬地,草地 - C+3 賽道,1200,好地,第四班
2011,11,30,204,跑馬地,草地 - C+3 賽道,2200,好地,第四班
2011,11,30,205,跑馬地,草地 - C+3 賽道,1000,好地,第三班
2011,11,30,206,跑馬地,草地 - C+3 賽道,1200,好地,第三班
2011,11,30,207,跑馬地,草地 - C+3 賽道,1650,好地,第三班
2011,11,30,208,跑馬地,草地 - C+3 賽道,1000,好地,第一班
2011,12,4,209,沙田,全天候跑道,1650,好地,第五班
2011,12,4,210,沙田,草地 - C+3 賽道,1000,好地至快地,第四班
2011,12,4,211,沙田,全天候跑道,1200,好地,第四班
2011,12,4,212,沙田,全天候跑道,1650,好地,第四班
2011,12,4,213,沙田,草地 - C+3 賽道,1400,好地至快地,第三班
2011,12,4,214,沙田,草地 - C+3 賽道,1400,好地至快地,第四班
2011,12,4,215,沙田,全天候跑道,1200,好地,第三班
2011,12,4,216,沙田,草地 - C+3 賽道,1000,好地至快地,第三班
2011,12,4,217,沙田,全天候跑道,1650,好地,第一班
2011,12,4,218,沙田,全天候跑道,1800,好地,第三班
2011,12,7,219,跑馬地,草地 - A 賽道,1200,好地,第五班
2011,12,7,220,跑馬地,草地 - A 賽道,1200,好地,第四班
2011,12,7,221,跑馬地,草地 - A 賽道,1650,好地,第四班
2011,12,7,222,跑馬地,草地 - A 賽道,1650,好地,第四班
2011,12,7,223,跑馬地,草地 - A 賽道,1200,好地,第三班
2011,12,7,224,跑馬地,草地 - A 賽道,1650,好地,第三班
2011,12,7,225,跑馬地,草地 - A 賽道,1650,好地,第三班
2011,12,7,226,跑馬地,草地 - A 賽道,1800,好地,第二班
2011,12,11,227,沙田,草地 - A 賽道,1600,好地至快地,第三班
2011,12,11,228,沙田,草地 - A 賽道,1200,好地至快地,第三班
2011,12,11,229,沙田,草地 - A 賽道,1400,好地至快地,第一班
2011,12,11,230,沙田,草地 - A 賽道,2400,好地至快地,國際一級賽
2011,12,11,231,沙田,草地 - A 賽道,1200,好地至快地,國際一級賽
2011,12,11,232,沙田,草地 - A 賽道,1400,好地至快地,第三班
2011,12,11,233,沙田,草地 - A 賽道,1600,好地至快地,國際一級賽
2011,12,11,234,沙田,草地 - A 賽道,2000,好地至快地,國際一級賽
2011,12,11,235,沙田,草地 - A 賽道,1200,好地至快地,第二班
2011,12,11,236,沙田,草地 - A 賽道,1600,好地至快地,第二班
2011,12,14,237,跑馬地,草地 - B 賽道,2200,好地,第五班
2011,12,14,238,跑馬地,草地 - B 賽道,1200,好地,第五班
2011,12,14,239,跑馬地,草地 - B 賽道,1800,好地,第四班
2011,12,14,240,跑馬地,草地 - B 賽道,1200,好地,第四班
2011,12,14,241,跑馬地,草地 - B 賽道,1650,好地,第四班
2011,12,14,242,跑馬地,草地 - B 賽道,1000,好地,第三班
2011,12,14,243,跑馬地,草地 - B 賽道,1650,好地,第三班
2011,12,14,244,跑馬地,草地 - B 賽道,1200,好地,第三班
2011,12,17,245,沙田,草地 - C 賽道,1200,好地至快地,第四班
2011,12,17,246,沙田,草地 - C 賽道,1400,好地至快地,條件限制賽
2011,12,17,247,沙田,草地 - C 賽道,1600,好地至快地,第五班
2011,12,17,248,沙田,草地 - C 賽道,1400,好地至快地,第五班
2011,12,17,249,沙田,草地 - C 賽道,1000,好地至快地,第四班
2011,12,17,250,沙田,草地 - C 賽道,1600,好地至快地,第四班
2011,12,17,251,沙田,草地 - C 賽道,1400,好地至快地,第四班
2011,12,17,252,沙田,草地 - C 賽道,1000,好地至快地,第三班
2011,12,17,253,沙田,草地 - C 賽道,1800,好地至快地,第三班
2011,12,17,254,沙田,草地 - C 賽道,1400,好地至快地,第二班
2011,12,21,255,跑馬地,草地 - C 賽道,1000,好地,第四班
2011,12,21,256,跑馬地,草地 - C 賽道,1650,好地,第五班
2011,12,21,257,跑馬地,草地 - C 賽道,1200,好地,第四班
2011,12,21,258,跑馬地,草地 - C 賽道,1650,好地,第四班
2011,12,21,259,跑馬地,草地 - C 賽道,1650,好地,第三班
2011,12,21,260,跑馬地,草地 - C 賽道,1200,好地,第三班
2011,12,21,261,跑馬地,草地 - C 賽道,1200,好地,第一班
2011,12,21,262,跑馬地,草地 - C 賽道,1650,好地,第三班
2011,12,27,263,沙田,草地 - C+3 賽道,1000,好地至快地,第五班
2011,12,27,264,沙田,草地 - C+3 賽道,1200,好地至快地,第四班
2011,12,27,265,沙田,全天候跑道,1200,好地,第四班
2011,12,27,266,沙田,草地 - C+3 賽道,2200,好地至快地,第四班
2011,12,27,267,沙田,草地 - C+3 賽道,1400,好地至快地,第四班
2011,12,27,268,沙田,全天候跑道,1650,好地,第三班
2011,12,27,269,沙田,全天候跑道,1200,好地,第三班
2011,12,27,270,沙田,草地 - C+3 賽道,1400,好地至快地,第三班
2011,12,27,271,沙田,草地 - C+3 賽道,1000,好地至快地,第二班
2012,1,1,273,沙田,草地 - A+3 賽道,1400,好地,第五班
2012,1,1,274,沙田,草地 - A+3 賽道,1800,好地,第五班
2012,1,1,275,沙田,草地 - A+3 賽道,1200,好地,第四班
2012,1,1,276,沙田,草地 - A+3 賽道,1200,好地,第四班
2012,1,1,277,沙田,草地 - A+3 賽道,1400,好地,第四班
2012,1,1,278,沙田,草地 - A+3 賽道,1600,好地,第四班
2012,1,1,279,沙田,草地 - A+3 賽道,2000,好地,第三班
2012,1,1,280,沙田,草地 - A+3 賽道,1200,好地,第三班
2012,1,1,281,沙田,草地 - A+3 賽道,1600,好地,第三班
2012,1,1,282,沙田,草地 - A+3 賽道,1400,好地,香港三級賽
2012,1,4,283,跑馬地,草地 - A 賽道,1200,好地,第五班
2012,1,4,284,跑馬地,草地 - A 賽道,1200,好地,第四班
2012,1,4,285,跑馬地,草地 - A 賽道,1800,好地,第四班
2012,1,4,286,跑馬地,草地 - A 賽道,1650,好地,第四班
2012,1,4,287,跑馬地,草地 - A 賽道,1200,好地,第三班
2012,1,4,288,跑馬地,草地 - A 賽道,1000,好地,第三班
2012,1,4,289,跑馬地,草地 - A 賽道,1650,好地,第三班
2012,1,4,290,跑馬地,草地 - A 賽道,1650,好地,第二班
2012,1,8,291,沙田,草地 - B+2 賽道,1200,好地,第五班
2012,1,8,292,沙田,草地 - B+2 賽道,1000,好地,第四班
2012,1,8,293,沙田,草地 - B+2 賽道,1600,好地,第四班
2012,1,8,294,沙田,草地 - B+2 賽道,1600,好地,第五班
2012,1,8,295,沙田,草地 - B+2 賽道,1200,好地,第四班
2012,1,8,296,沙田,草地 - B+2 賽道,1400,好地,第四班
2012,1,8,297,沙田,草地 - B+2 賽道,1200,好地,第三班
2012,1,8,298,沙田,草地 - B+2 賽道,1000,好地,第三班
2012,1,8,299,沙田,草地 - B+2 賽道,1400,好地,第三班
2012,1,8,300,沙田,草地 - B+2 賽道,1400,好地,第二班
2012,1,11,301,跑馬地,草地 - B 賽道,1000,好地,第四班
2012,1,11,302,跑馬地,草地 - B 賽道,1800,好地,第五班
2012,1,11,303,跑馬地,草地 - B 賽道,1650,好地,第四班
2012,1,11,304,跑馬地,草地 - B 賽道,1650,好地,第三班
2012,1,11,305,跑馬地,草地 - B 賽道,1200,好地,第三班
2012,1,11,306,跑馬地,草地 - B 賽道,2200,好地,第三班
2012,1,11,307,跑馬地,草地 - B 賽道,1800,好地,香港三級賽
2012,1,11,308,跑馬地,草地 - B 賽道,1200,好地,第二班
2012,1,15,309,沙田,草地 - C 賽道,1200,好地,第四班
2012,1,15,310,沙田,草地 - C 賽道,1600,好地,第三班
2012,1,15,311,沙田,全天候跑道,1200,好地,第五班
2012,1,15,312,沙田,草地 - C 賽道,1800,好地,第四班
2012,1,15,313,沙田,草地 - C 賽道,1400,好地,第四班
2012,1,15,314,沙田,全天候跑道,1650,好地,第四班
2012,1,15,315,沙田,全天候跑道,1200,好地,第三班
2012,1,15,316,沙田,草地 - C 賽道,1000,好地,香港一級賽
2012,1,15,317,沙田,草地 - C 賽道,1200,好地,第三班
2012,1,15,318,沙田,草地 - C 賽道,1600,好地,第二班
2012,1,18,319,跑馬地,草地 - C 賽道,1650,好地,第五班
2012,1,18,320,跑馬地,草地 - C 賽道,1200,好地,第四班
2012,1,18,321,跑馬地,草地 - C 賽道,1200,好地,第四班
2012,1,18,322,跑馬地,草地 - C 賽道,1650,好地,第四班
2012,1,18,323,跑馬地,草地 - C 賽道,1000,好地,第三班
2012,1,18,324,跑馬地,草地 - C 賽道,1650,好地,第四班
2012,1,18,325,跑馬地,草地 - C 賽道,1200,好地,第三班
2012,1,18,326,跑馬地,草地 - C 賽道,1650,好地,第三班
2012,1,21,327,沙田,全天候跑道,1650,好地,第五班
2012,1,21,328,沙田,草地 - C+3 賽道,1400,好地,第五班
2012,1,21,329,沙田,草地 - C+3 賽道,1000,好地,第四班
2012,1,21,330,沙田,全天候跑道,1200,好地,第四班
2012,1,21,331,沙田,草地 - C+3 賽道,1400,好地,第四班
2012,1,21,332,沙田,草地 - C+3 賽道,1600,好地,第四班
2012,1,21,333,沙田,草地 - C+3 賽道,1000,好地,第三班
2012,1,21,334,沙田,全天候跑道,1650,好地,第三班
2012,1,21,335,沙田,全天候跑道,1200,好地,第一班
2012,1,21,336,沙田,草地 - C+3 賽道,1400,好地,第三班
2012,1,25,337,沙田,草地 - A 賽道,1200,好地,第五班
2012,1,25,338,沙田,草地 - A 賽道,1200,好地,第四班
2012,1,25,339,沙田,草地 - A 賽道,1400,好地至黏地,第四班
2012,1,25,340,沙田,草地 - A 賽道,1200,好地至黏地,第三班
2012,1,25,341,沙田,草地 - A 賽道,1800,好地至黏地,第五班
2012,1,25,342,沙田,草地 - A 賽道,1400,好地至黏地,第四班
2012,1,25,343,沙田,草地 - A 賽道,1600,好地至黏地,第三班
2012,1,25,344,沙田,草地 - A 賽道,1600,好地至黏地,香港一級賽
2012,1,25,345,沙田,草地 - A 賽道,1400,好地至黏地,第三班
2012,1,25,346,沙田,草地 - A 賽道,1400,好地至黏地,第一班
2012,1,29,347,沙田,草地 - A+3 賽道,1600,好地,第五班
2012,1,29,348,沙田,草地 - A+3 賽道,1200,好地,第四班
2012,1,29,349,沙田,草地 - A+3 賽道,1200,好地,第三班
2012,1,29,350,沙田,草地 - A+3 賽道,2000,好地,第四班
2012,1,29,351,沙田,草地 - A+3 賽道,1600,好地,第四班
2012,1,29,352,沙田,草地 - A+3 賽道,1400,好地,第四班
2012,1,29,353,沙田,草地 - A+3 賽道,1800,好地,第三班
2012,1,29,354,沙田,草地 - A+3 賽道,1600,好地,香港一級賽
2012,1,29,355,沙田,草地 - A+3 賽道,1400,好地,第三班
2012,1,29,356,沙田,草地 - A+3 賽道,1200,好地,第二班
2012,2,1,357,跑馬地,草地 - A 賽道,1800,好地,第五班
2012,2,1,358,跑馬地,草地 - A 賽道,1000,好地,第四班
2012,2,1,359,跑馬地,草地 - A 賽道,1650,好地,第三班
2012,2,1,360,跑馬地,草地 - A 賽道,1200,好地,第四班
2012,2,1,361,跑馬地,草地 - A 賽道,1650,好地,第四班
2012,2,1,362,跑馬地,草地 - A 賽道,1200,好地,第三班
2012,2,1,363,跑馬地,草地 - A 賽道,1000,好地,第三班
2012,2,1,364,跑馬地,草地 - A 賽道,1800,好地,第二班
2012,2,5,365,沙田,全天候跑道,1200,好地,第五班
2012,2,5,366,沙田,草地 - B+2 賽道,1600,好地,第四班
2012,2,5,367,沙田,草地 - B+2 賽道,1400,好地,第三班
2012,2,5,368,沙田,草地 - B+2 賽道,1400,好地,第五班
2012,2,5,369,沙田,草地 - B+2 賽道,1200,好地,第四班
2012,2,5,370,沙田,草地 - B+2 賽道,1400,好地,第四班
2012,2,5,371,沙田,全天候跑道,1200,好地,第三班
2012,2,5,372,沙田,草地 - B+2 賽道,1200,好地,香港一級賽
2012,2,5,373,沙田,草地 - B+2 賽道,1600,好地,第三班
2012,2,5,374,沙田,草地 - B+2 賽道,1600,好地,第二班
2012,2,8,375,跑馬地,草地 - B 賽道,1000,好地,第五班
2012,2,8,376,跑馬地,草地 - B 賽道,1650,好地,第四班
2012,2,8,377,跑馬地,草地 - B 賽道,1200,好地,第四班
2012,2,8,378,跑馬地,草地 - B 賽道,1800,好地,第四班
2012,2,8,379,跑馬地,草地 - B 賽道,1200,好地,第三班
2012,2,8,380,跑馬地,草地 - B 賽道,1800,好地,第三班
2012,2,8,381,跑馬地,草地 - B 賽道,1650,好地,第三班
2012,2,8,382,跑馬地,草地 - B 賽道,1000,好地,第一班
2012,2,11,383,沙田,草地 - C+3 賽道,1800,好地,第五班
2012,2,11,384,沙田,全天候跑道,1200,好地,第四班
2012,2,11,385,沙田,草地 - C+3 賽道,1800,好地,香港三級賽
2012,2,11,386,沙田,草地 - C+3 賽道,1000,好地,第四班
2012,2,11,387,沙田,草地 - C+3 賽道,1400,好地,第四班
2012,2,11,388,沙田,全天候跑道,1650,好地,第四班
2012,2,11,389,沙田,草地 - C+3 賽道,1000,好地,第三班
2012,2,11,390,沙田,全天候跑道,1200,好地,第三班
2012,2,11,391,沙田,草地 - C+3 賽道,1400,好地,第一班
2012,2,11,392,沙田,草地 - C+3 賽道,1400,好地,第二班
2012,2,15,393,跑馬地,草地 - C 賽道,1200,好地,第五班
2012,2,15,394,跑馬地,草地 - C 賽道,1650,好地,第五班
2012,2,15,395,跑馬地,草地 - C 賽道,1200,好地,第四班
2012,2,15,396,跑馬地,草地 - C 賽道,1650,好地,第四班（特別參賽條件）
2012,2,15,397,跑馬地,草地 - C 賽道,1650,好地,第四班
2012,2,15,398,跑馬地,草地 - C 賽道,1200,好地,第三班
2012,2,15,399,跑馬地,草地 - C 賽道,1650,好地,第三班
2012,2,15,400,跑馬地,草地 - C 賽道,1650,好地,第二班
2012,2,19,401,沙田,草地 - A 賽道,1800,好地,第四班
2012,2,19,402,沙田,全天候跑道,1650,好地,第五班
